,Car_Name,Year,Selling_Price,Present_Price,Kms_Driven,Fuel_Type,Seller_Type,Transmission,Owner,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,Make,Model,Price,Kilometer,Fuel Type,Location,Color,Seller Type,Engine,Max Power,Max Torque,Drivetrain,Length,Width,Height,Seating Capacity,Fuel Tank Capacity
9927,,,,,,,,,,Honda Jazz 1.5 V i DTEC,2016.0,500000.0,30000.0,Diesel,Individual,Manual,First Owner,27.3 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,5.0,,,,,,,,,,,,,,,,,
9928,,,,,,,,,,Chevrolet Beat LS,2016.0,300000.0,15000.0,Petrol,Individual,Manual,First Owner,18.6 kmpl,1199 CC,76.8 bhp,106.5Nm@ 4400rpm,5.0,,,,,,,,,,,,,,,,,
9929,,,,,,,,,,Ford Figo Aspire 1.5 TDCi Titanium,2018.0,650000.0,21000.0,Diesel,Individual,Manual,First Owner,25.83 kmpl,1498 CC,99 bhp,215Nm@ 1750-3000rpm,5.0,,,,,,,,,,,,,,,,,
9930,,,,,,,,,,Maruti Wagon R VXI 1.2,2014.0,300000.0,35000.0,Petrol,Individual,Manual,First Owner,20.52 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0,,,,,,,,,,,,,,,,,
9931,,,,,,,,,,Honda Jazz 1.2 VX i VTEC,2016.0,475000.0,25000.0,Petrol,Individual,Manual,First Owner,18.7 kmpl,1199 CC,88.7 bhp,110Nm@ 4800rpm,5.0,,,,,,,,,,,,,,,,,
9932,,,,,,,,,,Tata Tiago 1.2 Revotron XZ WO Alloy,2017.0,450000.0,30000.0,Petrol,Individual,Manual,First Owner,23.84 kmpl,1199 CC,84 bhp,114Nm@ 3500rpm,5.0,,,,,,,,,,,,,,,,,
9933,,,,,,,,,,Maruti Swift Dzire VDI,2019.0,754000.0,10000.0,Diesel,Individual,Manual,First Owner,28.4 kmpl,1248 CC,74.02 bhp,190Nm@ 2000rpm,5.0,,,,,,,,,,,,,,,,,
9934,,,,,,,,,,Hyundai i10 Sportz,2013.0,300000.0,40000.0,Petrol,Individual,Manual,First Owner,20.36 kmpl,1197 CC,78.9 bhp,111.8Nm@ 4000rpm,5.0,,,,,,,,,,,,,,,,,
9935,,,,,,,,,,Hyundai EON Magna Plus,2014.0,250000.0,25000.0,Petrol,Individual,Manual,First Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5.0,,,,,,,,,,,,,,,,,
9936,,,,,,,,,,Maruti Swift Dzire VDI,2018.0,725000.0,15000.0,Diesel,Individual,Manual,First Owner,28.4 kmpl,1248 CC,74.02 bhp,190Nm@ 2000rpm,5.0,,,,,,,,,,,,,,,,,
9937,,,,,,,,,,Maruti Alto LXi,2008.0,95000.0,70000.0,Petrol,Individual,Manual,First Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0,,,,,,,,,,,,,,,,,
9938,,,,,,,,,,Hyundai Santro Sportz BSIV,2018.0,475000.0,7800.0,Petrol,Individual,Manual,First Owner,20.3 kmpl,1086 CC,68 bhp,99Nm@ 4500rpm,5.0,,,,,,,,,,,,,,,,,
9939,,,,,,,,,,Tata Safari Storme LX,2014.0,575000.0,55000.0,Diesel,Individual,Manual,First Owner,14.0 kmpl,2179 CC,138.1 bhp,320Nm@ 1700-2700rpm,7.0,,,,,,,,,,,,,,,,,
9940,,,,,,,,,,Tata Tiago 1.2 Revotron XT,2016.0,350000.0,30000.0,Petrol,Individual,Manual,First Owner,23.84 kmpl,1199 CC,84 bhp,114Nm@ 3500rpm,5.0,,,,,,,,,,,,,,,,,
9941,,,,,,,,,,Mahindra Bolero 2011-2019 SLX,2013.0,330000.0,125000.0,Diesel,Individual,Manual,Second Owner,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm,7.0,,,,,,,,,,,,,,,,,
9942,,,,,,,,,,Maruti Swift VXI Deca,2016.0,482000.0,50000.0,Petrol,Individual,Manual,First Owner,20.4 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0,,,,,,,,,,,,,,,,,
9943,,,,,,,,,,Ford EcoSport 1.5 TDCi Ambiente BSIV,2017.0,625000.0,40000.0,Diesel,Individual,Manual,Fourth & Above Owner,22.77 kmpl,1498 CC,98.59 bhp,205Nm@ 1750-3250rpm,5.0,,,,,,,,,,,,,,,,,
9944,,,,,,,,,,Tata Tiago 1.2 Revotron XM Option,2017.0,380000.0,30000.0,Petrol,Individual,Manual,First Owner,23.84 kmpl,1199 CC,84 bhp,114Nm@ 3500rpm,5.0,,,,,,,,,,,,,,,,,
9945,,,,,,,,,,Chevrolet Beat LT,2016.0,310000.0,30000.0,Petrol,Individual,Manual,First Owner,18.6 kmpl,1199 CC,76.8 bhp,106.5Nm@ 4400rpm,5.0,,,,,,,,,,,,,,,,,
9946,,,,,,,,,,Maruti Swift Dzire VXi,2009.0,280000.0,35000.0,Petrol,Individual,Manual,First Owner,17.5 kmpl,1298 CC,85.8 bhp,114Nm@ 4000rpm,5.0,,,,,,,,,,,,,,,,,
9947,,,,,,,,,,Renault Duster Petrol RXS CVT,2018.0,900000.0,30000.0,Petrol,Individual,Automatic,First Owner,14.99 kmpl,1498 CC,104.5 bhp,142Nm@ 4000rpm,5.0,,,,,,,,,,,,,,,,,
9948,,,,,,,,,,Maruti Wagon R VXI Minor,2010.0,250000.0,60000.0,Petrol,Individual,Manual,First Owner,18.9 kmpl,1061 CC,67 bhp,84Nm@ 3500rpm,5.0,,,,,,,,,,,,,,,,,
9949,,,,,,,,,,Hyundai Verna 1.6 VTVT S,2017.0,750000.0,39000.0,Petrol,Individual,Manual,First Owner,17.01 kmpl,1591 CC,121.3 bhp,154.9Nm@ 4200rpm,5.0,,,,,,,,,,,,,,,,,
9950,,,,,,,,,,Renault KWID 1.0 RXT Optional,2019.0,420000.0,15000.0,Petrol,Individual,Manual,First Owner,23.01 kmpl,999 CC,67 bhp,91Nm@ 4250rpm,5.0,,,,,,,,,,,,,,,,,
9951,,,,,,,,,,Honda Amaze S Petrol BSIV,2019.0,670000.0,5000.0,Petrol,Individual,Manual,First Owner,19.5 kmpl,1199 CC,88.76 bhp,110Nm@ 4800rpm,5.0,,,,,,,,,,,,,,,,,
9952,,,,,,,,,,Hyundai i10 Magna 1.1L,2016.0,420000.0,9750.0,Petrol,Individual,Manual,Second Owner,19.81 kmpl,1086 CC,68.05 bhp,99.04Nm@ 4500rpm,5.0,,,,,,,,,,,,,,,,,
9953,,,,,,,,,,Toyota Innova Crysta 2.4 ZX MT BSIV,2016.0,1800000.0,110000.0,Diesel,Individual,Manual,First Owner,13.68 kmpl,2393 CC,147.8 bhp,343Nm@ 1400-2800rpm,7.0,,,,,,,,,,,,,,,,,
9954,,,,,,,,,,Honda WR-V i-VTEC VX,2018.0,900000.0,35000.0,Petrol,Individual,Manual,First Owner,17.5 kmpl,1199 CC,88.7 bhp,110Nm@ 4800rpm,5.0,,,,,,,,,,,,,,,,,
9955,,,,,,,,,,Mahindra XUV500 W6 2WD,2015.0,1200000.0,10000.0,Diesel,Individual,Manual,First Owner,15.1 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7.0,,,,,,,,,,,,,,,,,
9956,,,,,,,,,,Mahindra Scorpio 2.6 SLX Turbo 7 Seater,2003.0,195000.0,157138.0,Diesel,Individual,Manual,Third Owner,10.5 kmpl,2179 CC,120 bhp,290Nm@ 1800-2800rpm,7.0,,,,,,,,,,,,,,,,,
9957,,,,,,,,,,Hyundai Verna CRDi,2007.0,185000.0,120000.0,Diesel,Individual,Manual,Fourth & Above Owner,16.8 kmpl,1493 CC,110 bhp,"24@ 1,900-2,750(kgm@ rpm)",5.0,,,,,,,,,,,,,,,,,
9958,,,,,,,,,,Hyundai i10 Magna 1.1L,2008.0,185000.0,110000.0,Petrol,Individual,Manual,Fourth & Above Owner,19.81 kmpl,1086 CC,68.05 bhp,99.04Nm@ 4500rpm,5.0,,,,,,,,,,,,,,,,,
9959,,,,,,,,,,Mahindra XUV500 W9 BSIV,2018.0,1525000.0,46000.0,Diesel,Individual,Manual,First Owner,15.1 kmpl,2179 CC,152.87 bhp,360Nm@ 1750-2800rpm,7.0,,,,,,,,,,,,,,,,,
9960,,,,,,,,,,Maruti Swift VXI BSIII W/ ABS,2006.0,215000.0,102000.0,Petrol,Individual,Manual,Third Owner,16.1 kmpl,1298 CC,88.2 bhp,"11.5@ 4,500(kgm@ rpm)",5.0,,,,,,,,,,,,,,,,,
9961,,,,,,,,,,Maruti Alto 800 Base,2015.0,210000.0,50000.0,Petrol,Individual,Manual,Second Owner,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5.0,,,,,,,,,,,,,,,,,
9962,,,,,,,,,,Toyota Innova Crysta 2.4 VX MT BSIV,2016.0,1700000.0,110000.0,Diesel,Individual,Manual,Second Owner,13.68 kmpl,2393 CC,147.8 bhp,343Nm@ 1400-2800rpm,7.0,,,,,,,,,,,,,,,,,
9963,,,,,,,,,,Maruti Omni LPG STD BSIV,1991.0,55000.0,120000.0,LPG,Individual,Manual,Second Owner,,,,,,,,,,,,,,,,,,,,,,
9964,,,,,,,,,,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,2009.0,530000.0,285000.0,Diesel,Individual,Manual,Third Owner,12.8 kmpl,2494 CC,102 bhp,20.4@ 1400-3400(kgm@ rpm),8.0,,,,,,,,,,,,,,,,,
9965,,,,,,,,,,Honda City i VTEC VX Option,2015.0,800000.0,50000.0,Petrol,Individual,Manual,First Owner,17.4 kmpl,1497 CC,117.3 bhp,145Nm@ 4600rpm,5.0,,,,,,,,,,,,,,,,,
9966,,,,,,,,,,Maruti Swift VDI BSIV,2014.0,570000.0,70000.0,Diesel,Individual,Manual,Second Owner,25.2 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,,,,,,,,,,,,,,,,,
9967,,,,,,,,,,Maruti SX4 VDI,2012.0,350000.0,120000.0,Diesel,Individual,Manual,Second Owner,21.5 kmpl,1248 CC,88.8 bhp,200Nm@ 1750rpm,5.0,,,,,,,,,,,,,,,,,
9968,,,,,,,,,,Hyundai i20 1.4 CRDi Magna,2011.0,350000.0,93000.0,Diesel,Individual,Manual,Second Owner,21.9 kmpl,1396 CC,90 bhp,22.4 kgm at 1750-2750rpm,5.0,,,,,,,,,,,,,,,,,
9969,,,,,,,,,,Mahindra Bolero Power Plus SLX,2018.0,750000.0,50000.0,Diesel,Individual,Manual,First Owner,16.5 kmpl,1493 CC,70 bhp,195Nm@ 1400-2200rpm,7.0,,,,,,,,,,,,,,,,,
9970,,,,,,,,,,Maruti Eeco 7 Seater Standard BSIV,2011.0,160000.0,100000.0,Petrol,Individual,Manual,Second Owner,15.37 kmpl,1196 CC,73 bhp,101Nm@ 3000rpm,7.0,,,,,,,,,,,,,,,,,
9971,,,,,,,,,,Tata Indigo CS LS DiCOR,2010.0,150000.0,70000.0,Diesel,Individual,Manual,Third Owner,15.7 kmpl,1405 CC,70 bhp,"14.3@ 1,800-3,000(kgm@ rpm)",5.0,,,,,,,,,,,,,,,,,
9972,,,,,,,,,,Maruti Swift VDI BSIV,2008.0,250000.0,90000.0,Diesel,Individual,Manual,Third Owner,,,,,,,,,,,,,,,,,,,,,,
9973,,,,,,,,,,Hyundai Grand i10 1.2 Kappa Sportz BSIV,2019.0,562000.0,5000.0,Petrol,Individual,Manual,First Owner,18.9 kmpl,1197 CC,81.86 bhp,113.75nm@ 4000rpm,5.0,,,,,,,,,,,,,,,,,
9974,,,,,,,,,,Hyundai i10 Magna,2012.0,290000.0,27000.0,Petrol,Individual,Manual,First Owner,20.36 kmpl,1197 CC,78.9 bhp,111.7Nm@ 4000rpm,5.0,,,,,,,,,,,,,,,,,
9975,,,,,,,,,,Mahindra XUV500 W6 2WD,2014.0,600000.0,122000.0,Diesel,Individual,Manual,Second Owner,15.1 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7.0,,,,,,,,,,,,,,,,,
9976,,,,,,,,,,Hyundai Xcent 1.1 CRDi S,2015.0,401000.0,74000.0,Diesel,Individual,Manual,Second Owner,24.4 kmpl,1120 CC,71 bhp,180.4Nm@ 1750-2500rpm,5.0,,,,,,,,,,,,,,,,,
9977,,,,,,,,,,Maruti Swift Dzire AMT ZXI Plus,2019.0,750000.0,6500.0,Petrol,Individual,Automatic,First Owner,21.21 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0,,,,,,,,,,,,,,,,,
9978,,,,,,,,,,Mahindra Bolero SLX,2007.0,240000.0,80000.0,Diesel,Individual,Manual,Second Owner,13.6 kmpl,2523 CC,63 bhp,180 Nm at 1440-1500rpm,7.0,,,,,,,,,,,,,,,,,
9979,,,,,,,,,,Maruti Alto K10 2010-2014 VXI,2012.0,229999.0,50000.0,Petrol,Individual,Manual,First Owner,20.92 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0,,,,,,,,,,,,,,,,,
9980,,,,,,,,,,Mahindra Bolero 2011-2019 ZLX,2013.0,500000.0,50000.0,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm,7.0,,,,,,,,,,,,,,,,,
9981,,,,,,,,,,Maruti Gypsy King ST BSIII,2010.0,350000.0,80000.0,Petrol,Individual,Manual,First Owner,11.96 kmpl,1298 CC,80 bhp,103Nm@ 4500rpm,8.0,,,,,,,,,,,,,,,,,
9982,,,,,,,,,,Datsun RediGO T Option,2018.0,217000.0,25000.0,Petrol,Individual,Manual,First Owner,22.7 kmpl,799 CC,53.64 bhp,72Nm@ 4386rpm,5.0,,,,,,,,,,,,,,,,,
9983,,,,,,,,,,Nissan Sunny XL D,2018.0,670000.0,35000.0,Diesel,Individual,Manual,First Owner,22.71 kmpl,1461 CC,84.8 bhp,200Nm@ 2000rpm,5.0,,,,,,,,,,,,,,,,,
9984,,,,,,,,,,Maruti Alto K10 2010-2014 VXI,2011.0,225000.0,30000.0,Petrol,Individual,Manual,First Owner,20.92 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0,,,,,,,,,,,,,,,,,
9985,,,,,,,,,,Maruti Vitara Brezza ZXI Plus AT Dual Tone,2020.0,737000.0,10000.0,Petrol,Individual,Automatic,First Owner,18.76 kmpl,1462 CC,103.26 bhp,138nm@ 4400rpm,5.0,,,,,,,,,,,,,,,,,
9986,,,,,,,,,,Maruti Celerio LXI,2014.0,300000.0,80000.0,Petrol,Individual,Manual,First Owner,23.1 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5.0,,,,,,,,,,,,,,,,,
9987,,,,,,,,,,Tata Indigo LX,2008.0,85000.0,120000.0,Diesel,Individual,Manual,First Owner,17.0 kmpl,1405 CC,70 bhp,"13.5@ 2,500(kgm@ rpm)",5.0,,,,,,,,,,,,,,,,,
9988,,,,,,,,,,Hyundai Verna Transform VGT CRDi,2010.0,195000.0,120000.0,Diesel,Individual,Manual,Second Owner,16.2 kmpl,1493 CC,110 bhp,24 KGM at 1900-2750 RPM,5.0,,,,,,,,,,,,,,,,,
9989,,,,,,,,,,Honda WR-V i-DTEC S,2017.0,675000.0,127991.0,Diesel,Dealer,Manual,First Owner,25.5 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,5.0,,,,,,,,,,,,,,,,,
9990,,,,,,,,,,Mitsubishi Lancer 2.0 GLd,1999.0,150000.0,198000.0,Diesel,Individual,Manual,Second Owner,14.8 kmpl,1998 CC,68 bhp,"12.5@ 3,000(kgm@ rpm)",5.0,,,,,,,,,,,,,,,,,
9991,,,,,,,,,,Tata Indigo eCS GLX,2010.0,290000.0,65000.0,Petrol,Individual,Manual,First Owner,15.64 kmpl,1193 CC,64.1 bhp,100Nm@ 2700rpm,5.0,,,,,,,,,,,,,,,,,
9992,,,,,,,,,,Maruti Esteem Lxi,2002.0,95000.0,90000.0,Petrol,Individual,Manual,Third Owner,,,,,,,,,,,,,,,,,,,,,,
9993,,,,,,,,,,Maruti Ciaz 1.3 Zeta,2018.0,889000.0,20000.0,Diesel,Individual,Manual,First Owner,28.09 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5.0,,,,,,,,,,,,,,,,,
9994,,,,,,,,,,Volkswagen Ameo 1.2 MPI Comfortline,2016.0,400000.0,60000.0,Petrol,Individual,Manual,First Owner,17.0 kmpl,1198 CC,73.75 bhp,110Nm@ 3750rpm,5.0,,,,,,,,,,,,,,,,,
9995,,,,,,,,,,Renault KWID RXT Optional,2018.0,390000.0,13120.0,Petrol,Individual,Manual,First Owner,25.17 kmpl,799 CC,53.3 bhp,72Nm@ 4386rpm,5.0,,,,,,,,,,,,,,,,,
9996,,,,,,,,,,Jeep Compass 2.0 Longitude BSIV,2017.0,1550000.0,87500.0,Diesel,Individual,Manual,First Owner,17.1 kmpl,1956 CC,170 bhp,350Nm@ 1750-2500rpm,5.0,,,,,,,,,,,,,,,,,
9997,,,,,,,,,,Hyundai Verna 1.6 SX CRDi (O),2014.0,600000.0,125000.0,Diesel,Individual,Manual,First Owner,22.32 kmpl,1582 CC,126.32 bhp,259.8Nm@ 1900-2750rpm,5.0,,,,,,,,,,,,,,,,,
9998,,,,,,,,,,Hyundai Elite i20 Asta Option CVT BSIV,2018.0,800000.0,25000.0,Petrol,Individual,Automatic,First Owner,17.4 kmpl,1197 CC,81.86 bhp,117nm@ 4000rpm,5.0,,,,,,,,,,,,,,,,,
9999,,,,,,,,,,Maruti Ertiga ZDI,2013.0,600000.0,120000.0,Diesel,Individual,Manual,Third Owner,20.77 kmpl,1248 CC,88.8 bhp,200Nm@ 1750rpm,7.0,,,,,,,,,,,,,,,,,
10000,,,,,,,,,,Hyundai Verna 1.6 VTVT SX,2015.0,795000.0,35000.0,Petrol,Individual,Manual,First Owner,17.01 kmpl,1591 CC,121.3 bhp,154.9Nm@ 4200rpm,5.0,,,,,,,,,,,,,,,,,
10001,,,,,,,,,,Hyundai i20 Asta Option 1.4 CRDi,2016.0,735000.0,25000.0,Diesel,Individual,Manual,First Owner,22.54 kmpl,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm,5.0,,,,,,,,,,,,,,,,,
10002,,,,,,,,,,Skoda Octavia L and K 1.9 TDI MT,2005.0,250000.0,120000.0,Diesel,Individual,Manual,Third Owner,16.4 kmpl,1896 CC,90 bhp,"21.4@ 1,900(kgm@ rpm)",5.0,,,,,,,,,,,,,,,,,
10003,,,,,,,,,,Renault KWID AMT,2018.0,400000.0,25000.0,Petrol,Individual,Automatic,First Owner,24.04 kmpl,999 CC,67 bhp,91Nm@ 4250rpm,5.0,,,,,,,,,,,,,,,,,
10004,,,,,,,,,,Mahindra Xylo D2 BSIV,2014.0,395000.0,140000.0,Diesel,Individual,Manual,First Owner,14.0 kmpl,2489 CC,95 bhp,220Nm at 1400-2600 rpm,8.0,,,,,,,,,,,,,,,,,
10005,,,,,,,,,,Hyundai Accent CRDi,2005.0,130000.0,79000.0,Diesel,Individual,Manual,Second Owner,13.1 kmpl,1493 CC,82 bhp,187Nm@ 2500rpm,5.0,,,,,,,,,,,,,,,,,
10006,,,,,,,,,,Renault Lodgy 85PS RxE,2015.0,600000.0,125000.0,Diesel,Individual,Manual,First Owner,21.04 kmpl,1461 CC,83.8 bhp,200Nm@ 1900rpm,8.0,,,,,,,,,,,,,,,,,
10007,,,,,,,,,,Hyundai i20 Active 1.4 SX,2016.0,720000.0,80000.0,Diesel,Individual,Manual,First Owner,21.19 kmpl,1396 CC,88.73 bhp,220Nm@ 1500-2750rpm,5.0,,,,,,,,,,,,,,,,,
10008,,,,,,,,,,Honda City S,2011.0,450000.0,110000.0,Petrol,Individual,Manual,Third Owner,16.8 kmpl,1497 CC,116.4 bhp,146Nm@ 4800rpm,5.0,,,,,,,,,,,,,,,,,
10009,,,,,,,,,,Hyundai Verna Transform SX VGT CRDi,2010.0,220000.0,80000.0,Diesel,Individual,Manual,Second Owner,16.2 kmpl,1493 CC,110 bhp,24 KGM at 1900-2750 RPM,5.0,,,,,,,,,,,,,,,,,
10010,,,,,,,,,,Hyundai Verna 1.6 SX,2014.0,545000.0,100000.0,Diesel,Individual,Manual,Second Owner,22.32 kmpl,1582 CC,126.32 bhp,259.8Nm@ 1900-2750rpm,5.0,,,,,,,,,,,,,,,,,
10011,,,,,,,,,,Volkswagen Vento Diesel Highline,2011.0,370000.0,100000.0,Diesel,Individual,Manual,Second Owner,20.54 kmpl,1598 CC,103.6 bhp,250Nm@ 1500-2500rpm,5.0,,,,,,,,,,,,,,,,,
10012,,,,,,,,,,Mahindra Bolero LX Non AC BSIII,2010.0,450000.0,78000.0,Diesel,Individual,Manual,First Owner,13.6 kmpl,2523 CC,63 bhp,180 Nm at 1440-1500rpm,7.0,,,,,,,,,,,,,,,,,
10013,,,,,,,,,,Hyundai i20 Petrol CVT Asta,2018.0,750000.0,15000.0,Petrol,Individual,Automatic,First Owner,17.4 kmpl,1197 CC,81.86 bhp,114.73nm@ 4000rpm,5.0,,,,,,,,,,,,,,,,,
10014,,,,,,,,,,Mahindra Scorpio S10 7 Seater,2015.0,1100000.0,70000.0,Diesel,Individual,Manual,First Owner,15.4 kmpl,2179 CC,120 bhp,280Nm@ 1800-2800rpm,7.0,,,,,,,,,,,,,,,,,
10015,,,,,,,,,,Maruti Baleno Alpha 1.2,2019.0,711000.0,5000.0,Petrol,Individual,Manual,First Owner,21.4 kmpl,1197 CC,83.1 bhp,115Nm@ 4000rpm,5.0,,,,,,,,,,,,,,,,,
10016,,,,,,,,,,Maruti Alto K10 VXI,2016.0,285000.0,75000.0,Petrol,Individual,Manual,First Owner,23.95 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm,5.0,,,,,,,,,,,,,,,,,
10017,,,,,,,,,,Maruti Baleno Alpha,2020.0,749000.0,5500.0,Petrol,Individual,Manual,First Owner,21.01 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0,,,,,,,,,,,,,,,,,
10018,,,,,,,,,,Renault Duster 110PS Diesel RxL,2016.0,550000.0,80000.0,Diesel,Individual,Manual,Second Owner,19.64 kmpl,1461 CC,108.45 bhp,245Nm@ 1750rpm,5.0,,,,,,,,,,,,,,,,,
10019,,,,,,,,,,Maruti Swift Dzire VDi,2010.0,300000.0,120000.0,Diesel,Individual,Manual,Second Owner,19.3 kmpl,1248 CC,73.9 bhp,190Nm@ 2000rpm,5.0,,,,,,,,,,,,,,,,,
10020,,,,,,,,,,Maruti Baleno Sigma 1.3,2017.0,625000.0,70000.0,Diesel,Individual,Manual,First Owner,27.39 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,,,,,,,,,,,,,,,,,
10021,,,,,,,,,,Hyundai i20 Active 1.2 SX,2017.0,650000.0,80000.0,Petrol,Individual,Manual,Second Owner,17.19 kmpl,1197 CC,81.86 bhp,114.73Nm@ 4000rpm,5.0,,,,,,,,,,,,,,,,,
10022,,,,,,,,,,Hyundai Verna 1.6 SX CRDi (O),2014.0,575000.0,120000.0,Diesel,Individual,Manual,Third Owner,22.32 kmpl,1582 CC,126.32 bhp,259.8Nm@ 1900-2750rpm,5.0,,,,,,,,,,,,,,,,,
10023,,,,,,,,,,Maruti Swift Dzire VDI,2016.0,631000.0,75000.0,Diesel,Individual,Manual,Second Owner,26.59 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,,,,,,,,,,,,,,,,,
10024,,,,,,,,,,Hyundai Verna Transform VGT CRDi,2010.0,220000.0,80000.0,Diesel,Individual,Manual,Second Owner,16.2 kmpl,1493 CC,110 bhp,24 KGM at 1900-2750 RPM,5.0,,,,,,,,,,,,,,,,,
10025,,,,,,,,,,Tata Tigor 1.2 Revotron XZ Option,2017.0,600000.0,40000.0,Petrol,Individual,Manual,Second Owner,20.3 kmpl,1199 CC,84 bhp,114Nm@ 3500rpm,5.0,,,,,,,,,,,,,,,,,
10026,,,,,,,,,,Mahindra Jeep CL 500 MDI,1997.0,160000.0,100000.0,Diesel,Individual,Manual,Fourth & Above Owner,,,,,,,,,,,,,,,,,,,,,,
10027,,,,,,,,,,Ford Fiesta Diesel Style,2012.0,390000.0,120000.0,Diesel,Individual,Manual,First Owner,23.5 kmpl,1498 CC,88.7 bhp,204Nm@ 2000-2750rpm,5.0,,,,,,,,,,,,,,,,,
10028,,,,,,,,,,Mahindra Scorpio 2.6 Turbo 7 Str,2007.0,375000.0,110000.0,Diesel,Individual,Manual,Fourth & Above Owner,12.7 kmpl,2609 CC,116.6 bhp,"28.3@ 1,700-2,200(kgm@ rpm)",8.0,,,,,,,,,,,,,,,,,
10029,,,,,,,,,,Hyundai i20 Asta 1.4 CRDi (Diesel),2010.0,340000.0,110000.0,Diesel,Individual,Manual,First Owner,23.0 kmpl,1396 CC,90 bhp,22.4 kgm at 1750-2750rpm,5.0,,,,,,,,,,,,,,,,,
10030,,,,,,,,,,Tata Tiago 2019-2020 XZ Plus Diesel,2019.0,670000.0,2000.0,Diesel,Individual,Manual,First Owner,27.28 kmpl,1047 CC,69 bhp,140Nm@ 1800-3000rpm,5.0,,,,,,,,,,,,,,,,,
10031,,,,,,,,,,Maruti Swift Dzire VDI,2014.0,530000.0,80000.0,Diesel,Individual,Manual,Second Owner,23.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,,,,,,,,,,,,,,,,,
10032,,,,,,,,,,Maruti Alto K10 VXI AGS,2015.0,350000.0,38000.0,Petrol,Individual,Automatic,Second Owner,23.95 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm,5.0,,,,,,,,,,,,,,,,,
10033,,,,,,,,,,Maruti Celerio ZXI Optional,2014.0,415000.0,46000.0,Petrol,Dealer,Manual,First Owner,21.63 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5.0,,,,,,,,,,,,,,,,,
10034,,,,,,,,,,Maruti Ertiga 1.5 ZDI,2014.0,700000.0,102000.0,Diesel,Dealer,Manual,First Owner,24.2 kmpl,1498 CC,93.87 bhp,225Nm@ 1500-2500rpm,7.0,,,,,,,,,,,,,,,,,
10035,,,,,,,,,,BMW X1 sDrive20d M Sport,2012.0,925000.0,96000.0,Diesel,Dealer,Automatic,Second Owner,19.62 kmpl,1998 CC,190 bhp,400nm@ 1750-2500rpm,5.0,,,,,,,,,,,,,,,,,
10036,,,,,,,,,,Renault KWID 1.0 RXT AMT Opt,2017.0,375000.0,20000.0,Petrol,Dealer,Automatic,First Owner,22.0 kmpl,999 CC,67 bhp,91Nm@ 4250rpm,5.0,,,,,,,,,,,,,,,,,
10037,,,,,,,,,,Maruti Swift Dzire VXI,2015.0,575000.0,16000.0,Petrol,Dealer,Manual,First Owner,19.1 kmpl,1197 CC,85.8 bhp,114Nm@ 4000rpm,5.0,,,,,,,,,,,,,,,,,
10038,,,,,,,,,,Hyundai i20 1.2 Sportz,2013.0,425000.0,23000.0,Petrol,Dealer,Manual,First Owner,17.0 kmpl,1197 CC,80 bhp,"11.4 kgm at 4,000 rpm",5.0,,,,,,,,,,,,,,,,,
10039,,,,,,,,,,Ford Figo 1.2P Ambiente MT,2011.0,245000.0,25000.0,Petrol,Dealer,Manual,First Owner,18.16 kmpl,1196 CC,86.8 bhp,112Nm@ 4000rpm,5.0,,,,,,,,,,,,,,,,,
10040,,,,,,,,,,Hyundai Verna SX Opt,2015.0,540000.0,35000.0,Petrol,Dealer,Manual,Second Owner,17.7 kmpl,1497 CC,113.42 bhp,144.15nm@ 4500rpm,5.0,,,,,,,,,,,,,,,,,
